canonical_name,category,natural_source,flavour_molecule_count,source_coverage,quality_score,analysis_status,analysis_notes,metadata
paprika,unknown,,,3,0.720,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":2080,""kaggle_recipe_count"":1287,""world_recipe_count"":1,""usda_exact_name_matches"":108},""seed_version"":""v1""}"
soy sauce,unknown,,,3,0.720,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":2409,""kaggle_recipe_count"":3296,""world_recipe_count"":19,""usda_exact_name_matches"":190},""seed_version"":""v1""}"
allspice,spice,pimenta,166,5,0.716,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":828,""kaggle_recipe_count"":129,""world_recipe_count"":5,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
cream,dairy,cattle,5,5,0.716,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":6791,""kaggle_recipe_count"":258,""world_recipe_count"":7,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
pumpkin,fruit,cucurbita pepo,106,4,0.716,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":437,""kaggle_recipe_count"":61,""world_recipe_count"":0,""usda_exact_name_matches"":93},""seed_version"":""v1""}"
sauce,additive,,5,4,0.714,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":6,""kaggle_recipe_count"":458,""world_recipe_count"":0,""usda_exact_name_matches"":326},""seed_version"":""v1""}"
vanilla,fruit essence,vanilla,174,4,0.714,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4289,""kaggle_recipe_count"":311,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
evaporated milk,dairy,cattle,2,4,0.712,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":208,""world_recipe_count"":0,""usda_exact_name_matches"":400},""seed_version"":""v1""}"
star anise,spice,illicium,150,5,0.705,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":17,""kaggle_recipe_count"":259,""world_recipe_count"":1,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
chocolate,plant derivative,theobroma,13,4,0.704,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2630,""kaggle_recipe_count"":44,""world_recipe_count"":0,""usda_exact_name_matches"":210},""seed_version"":""v1""}"
couscous,dish,,2,4,0.704,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":189,""world_recipe_count"":0,""usda_exact_name_matches"":74},""seed_version"":""v1""}"
chili,dish,,3,4,0.703,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":187,""world_recipe_count"":1,""usda_exact_name_matches"":61},""seed_version"":""v1""}"
coconut,fruit,cocos nucifera,161,4,0.701,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1184,""kaggle_recipe_count"":178,""world_recipe_count"":0,""usda_exact_name_matches"":12},""seed_version"":""v1""}"
swiss cheese,dairy,cattle,140,4,0.701,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":55,""world_recipe_count"":0,""usda_exact_name_matches"":212},""seed_version"":""v1""}"
red wine,beverage alcoholic,grape,167,5,0.700,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":7,""kaggle_recipe_count"":229,""world_recipe_count"":4,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
white wine,beverage alcoholic,grape,225,5,0.700,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":367,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cardamom,spice,elattaria,173,5,0.699,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1314,""kaggle_recipe_count"":106,""world_recipe_count"":3,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
corn oil,maize,maize,46,4,0.699,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":199,""kaggle_recipe_count"":121,""world_recipe_count"":0,""usda_exact_name_matches"":317},""seed_version"":""v1""}"
bacon,unknown,,,3,0.698,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1566,""kaggle_recipe_count"":620,""world_recipe_count"":6,""usda_exact_name_matches"":254},""seed_version"":""v1""}"
green tea,beverage caffeinated,camellia sinensis,35,5,0.696,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":22,""world_recipe_count"":1,""usda_exact_name_matches"":246},""seed_version"":""v1""}"
clove,spice,syzygium,177,4,0.691,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1620,""kaggle_recipe_count"":600,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
baking soda,unknown,,,3,0.690,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1392,""kaggle_recipe_count"":942,""world_recipe_count"":3,""usda_exact_name_matches"":125},""seed_version"":""v1""}"
lima beans,legume,phaseolus lunatus,174,4,0.684,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":32,""world_recipe_count"":0,""usda_exact_name_matches"":90},""seed_version"":""v1""}"
blue cheese,dairy,penicillium,155,4,0.678,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":24,""kaggle_recipe_count"":22,""world_recipe_count"":0,""usda_exact_name_matches"":75},""seed_version"":""v1""}"
tomato paste,unknown,,,3,0.678,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1167,""kaggle_recipe_count"":1167,""world_recipe_count"":7,""usda_exact_name_matches"":396},""seed_version"":""v1""}"
worcestershire sauce,unknown,,,3,0.678,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1164,""kaggle_recipe_count"":688,""world_recipe_count"":2,""usda_exact_name_matches"":126},""seed_version"":""v1""}"
dill,herb,apiaceae,200,5,0.670,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":953,""kaggle_recipe_count"":96,""world_recipe_count"":3,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
white bread,bakery,wheat,13,4,0.668,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":130,""world_recipe_count"":0,""usda_exact_name_matches"":134},""seed_version"":""v1""}"
bamboo shoots,plant,bamboo,95,5,0.664,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":137,""world_recipe_count"":2,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
beans,legume,fabaceae,178,5,0.661,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":100,""world_recipe_count"":1,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
romano cheese,dairy,cattle,121,4,0.661,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":184,""kaggle_recipe_count"":106,""world_recipe_count"":0,""usda_exact_name_matches"":28},""seed_version"":""v1""}"
turmeric,spice,curcuma,130,4,0.660,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":1},""signals"":{""culinary_alias_count"":2509,""kaggle_recipe_count"":0,""world_recipe_count"":4,""usda_exact_name_matches"":25},""seed_version"":""v1""}"
beer,beverage alcoholic,poacceae,263,4,0.656,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":434,""kaggle_recipe_count"":202,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
coconut milk,unknown,,,3,0.654,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":681,""kaggle_recipe_count"":854,""world_recipe_count"":12,""usda_exact_name_matches"":216},""seed_version"":""v1""}"
curry powder,unknown,,,3,0.654,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":673,""kaggle_recipe_count"":694,""world_recipe_count"":3,""usda_exact_name_matches"":79},""seed_version"":""v1""}"
horseradish,cabbage,armoracia rusticana,118,4,0.650,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":359,""kaggle_recipe_count"":45,""world_recipe_count"":0,""usda_exact_name_matches"":35},""seed_version"":""v1""}"
spaghetti,unknown,,,3,0.650,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":603,""kaggle_recipe_count"":342,""world_recipe_count"":1,""usda_exact_name_matches"":247},""seed_version"":""v1""}"
syrup,additive,,4,4,0.646,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1194,""kaggle_recipe_count"":31,""world_recipe_count"":0,""usda_exact_name_matches"":272},""seed_version"":""v1""}"
salmon,fish,ray finned fish,6,5,0.645,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":573,""kaggle_recipe_count"":55,""world_recipe_count"":3,""usda_exact_name_matches"":30},""seed_version"":""v1""}"
mixed nuts,nut,,94,4,0.644,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":7,""world_recipe_count"":0,""usda_exact_name_matches"":330},""seed_version"":""v1""}"
black tea,beverage caffeinated,camellia sinensis,85,4,0.642,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":15,""world_recipe_count"":0,""usda_exact_name_matches"":133},""seed_version"":""v1""}"
olive oil,unknown,,,3,0.639,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":374,""kaggle_recipe_count"":7971,""world_recipe_count"":35,""usda_exact_name_matches"":382},""seed_version"":""v1""}"
vegetable broth,unknown,,,3,0.637,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":335,""kaggle_recipe_count"":409,""world_recipe_count"":7,""usda_exact_name_matches"":70},""seed_version"":""v1""}"
salad dressing,dish,,5,4,0.628,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":245,""kaggle_recipe_count"":69,""world_recipe_count"":0,""usda_exact_name_matches"":120},""seed_version"":""v1""}"
sea salt,unknown,,,3,0.626,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":123,""kaggle_recipe_count"":940,""world_recipe_count"":3,""usda_exact_name_matches"":144},""seed_version"":""v1""}"
powdered sugar,unknown,,,3,0.625,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":96,""kaggle_recipe_count"":501,""world_recipe_count"":2,""usda_exact_name_matches"":156},""seed_version"":""v1""}"
sour cream,unknown,,,3,0.623,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":62,""kaggle_recipe_count"":1538,""world_recipe_count"":3,""usda_exact_name_matches"":862},""seed_version"":""v1""}"
ghee,dairy,cattle,1,4,0.621,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1173,""kaggle_recipe_count"":307,""world_recipe_count"":0,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
beef broth,unknown,,,3,0.620,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":381,""world_recipe_count"":10,""usda_exact_name_matches"":151},""seed_version"":""v1""}"
chicken broth,unknown,,,3,0.620,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1554,""world_recipe_count"":9,""usda_exact_name_matches"":387},""seed_version"":""v1""}"
